Transaction_ID,Customer_ID,Customer_Age,Customer_Gender,Account_Balance,Account_Age_Months,Transaction_Amount,Average_Transaction_Amount,Transaction_Date,Transaction_Time,Time_Period,Location,Payment_Method,Device_Type,Merchant_Category,Transaction_Status,Daily_Transaction_Count,Weekly_Transaction_Count,Distance_From_Home_KM,Login_Attempts,Failed_Transactions_Last_24H,New_Device,International_Transaction,Card_Present,IP_Risk_Score,Risk_Level
TXN000282,CUST8260,57,Male,166666.62,108,10675.21,1814.98,05-03-2023,13:29,Afternoon,Bangalore,Credit Card,Mobile,Healthcare,Success,20,85,223,4,0,Yes,No,No,86,Medium
TXN000283,CUST6229,48,Female,41765.52,31,74130.74,21003.4,10-11-2025,09:18,Morning,Coimbatore,Net Banking,Mobile,Healthcare,Success,1,14,150,6,4,Yes,No,Yes,28,Medium
TXN000284,CUST7847,40,Female,337978.34,51,99107.56,44849.06,10-05-2025,00:45,Morning,Ahmedabad,UPI,ATM,Travel,Success,3,7,149,6,1,Yes,Yes,Yes,90,High
TXN000285,CUST3673,18,Female,305894.78,169,44059.65,37784.3,29-07-2023,20:46,Evening,Pune,Debit Card,POS,Electronics,Success,11,28,296,1,5,Yes,Yes,Yes,66,Medium
TXN000286,CUST6201,54,Male,185939.81,15,5920.33,27048.48,26-02-2025,12:50,Afternoon,Pune,Net Banking,Web,Shopping,Success,10,89,114,3,4,No,No,No,67,Low
TXN000287,CUST3065,31,Other,100565.76,19,12784.79,36517.58,22-05-2023,09:06,Morning,Bangalore,Credit Card,POS,Electronics,Success,10,26,258,3,2,Yes,No,Yes,85,Medium
TXN000288,CUST4277,70,Female,190832.87,40,34093.55,20964.55,18-01-2024,16:59,Afternoon,Mumbai,UPI,Mobile,Grocery,Success,10,84,131,3,4,No,Yes,No,77,Medium
TXN000289,CUST5703,36,Male,400753.68,63,10211,22324.63,23-01-2025,23:59,Night,Jaipur,Net Banking,ATM,Healthcare,Success,13,9,288,5,5,No,Yes,Yes,89,High
TXN000290,CUST1625,57,Male,81471.71,85,43411.65,25231.28,02-09-2024,16:35,Afternoon,Chennai,Net Banking,POS,Grocery,Success,13,15,92,4,3,No,No,No,25,Medium
TXN000291,CUST8572,45,Female,298310.26,127,89023.05,25726.96,27-10-2023,08:52,Morning,Hyderabad,Net Banking,Mobile,Fuel,Success,12,36,117,2,5,Yes,Yes,No,60,High
TXN000292,CUST3426,44,Male,110584.26,105,46488.78,29783.99,09-07-2024,12:07,Afternoon,Kolkata,Wallet,POS,Fuel,Success,16,23,101,3,5,Yes,No,Yes,79,Medium
TXN000293,CUST1802,60,Female,486407.1,163,63379.8,6227.1,05-03-2025,04:11,Morning,Kolkata,Debit Card,ATM,Travel,Success,17,89,259,4,3,Yes,Yes,Yes,12,High
TXN000294,CUST8202,60,Other,14354.74,88,67366.08,38406.2,04-03-2024,12:34,Afternoon,Jaipur,Net Banking,Mobile,Food,Success,8,28,42,4,5,Yes,Yes,No,66,High
TXN000295,CUST8978,42,Other,495227.29,145,17448.91,44312.78,12-08-2025,17:13,Evening,Chennai,Wallet,ATM,Entertainment,Success,5,27,284,3,5,Yes,No,No,21,Low
TXN000296,CUST5323,70,Female,290356.63,169,69164.13,39888.8,14-05-2024,00:49,Morning,Chennai,Wallet,POS,Shopping,Failed,6,69,118,4,5,No,No,No,29,Medium
TXN000297,CUST5491,43,Male,325090.92,117,73135.12,24477.7,29-09-2024,13:46,Afternoon,Hyderabad,Debit Card,Web,Food,Success,16,69,96,6,5,Yes,No,Yes,28,Medium
TXN000298,CUST1851,38,Male,430252.37,18,76884.6,21888.66,02-03-2025,05:12,Morning,Coimbatore,Debit Card,Web,Shopping,Success,15,91,194,4,0,Yes,Yes,No,64,High
TXN000299,CUST1125,25,Other,91784.5,6,37813.49,4736.86,21-05-2024,21:01,Night,Chennai,UPI,Mobile,Food,Success,4,8,265,2,2,No,No,No,23,Low
TXN000300,CUST6825,58,Male,419340.12,173,1353.79,47638.01,29-05-2023,22:27,Night,Delhi,Wallet,Mobile,Electronics,Failed,9,98,141,2,3,Yes,Yes,No,73,Medium
TXN000301,CUST6382,30,Female,258081.45,111,7228.24,41217.7,04-03-2026,22:39,Night,Jaipur,Net Banking,ATM,Travel,Success,19,40,16,5,3,Yes,No,Yes,17,Medium
TXN000302,CUST8358,21,Female,424052.37,77,23157.5,17953.07,24-05-2025,21:32,Night,Chennai,Net Banking,POS,Travel,Success,20,98,269,2,4,No,Yes,Yes,39,Medium
TXN000303,CUST3031,35,Male,234442.56,153,42052.65,32974.81,27-04-2023,04:43,Morning,Coimbatore,Net Banking,POS,Fuel,Success,19,36,44,1,0,Yes,No,Yes,32,Low
TXN000304,CUST1293,51,Male,210387.06,166,73108.33,9500.96,14-06-2025,05:02,Morning,Ahmedabad,Wallet,Web,Healthcare,Success,2,59,83,1,1,No,No,No,16,Low
TXN000305,CUST5884,68,Other,196561.9,169,84357.17,6169.79,10-06-2025,19:42,Evening,Jaipur,Wallet,Mobile,Shopping,Success,13,22,74,1,5,Yes,No,Yes,94,High
TXN000306,CUST9747,55,Female,18424.34,88,72483.08,8016.64,08-08-2025,06:26,Morning,Pune,Wallet,Web,Travel,Success,16,27,193,5,4,No,No,Yes,15,Medium
TXN000307,CUST1133,52,Female,268433.48,148,81468.74,1001.64,19-01-2026,13:51,Afternoon,Chennai,Credit Card,POS,Grocery,Success,10,80,102,2,0,No,No,No,51,Medium
TXN000308,CUST5479,53,Other,25665.27,47,30678.48,29426.42,12-08-2023,15:53,Afternoon,Chennai,Wallet,Mobile,Electronics,Success,10,95,10,6,0,Yes,No,No,10,Medium
TXN000309,CUST4819,46,Female,26389.97,81,40302.64,36820.63,09-08-2025,09:45,Morning,Jaipur,Net Banking,ATM,Grocery,Success,8,87,277,5,5,No,Yes,No,92,High
TXN000310,CUST4215,35,Other,48239.63,22,5489.7,48930.66,30-03-2025,11:42,Morning,Delhi,Credit Card,Web,Entertainment,Success,6,92,75,2,1,No,Yes,No,37,Low
TXN000311,CUST7341,58,Female,29351.32,11,18916.46,7421.09,03-01-2024,09:26,Morning,Hyderabad,Net Banking,ATM,Fuel,Failed,9,90,175,4,3,No,No,Yes,26,Low
TXN000312,CUST5782,67,Female,498702.3,171,63666.95,7348.93,17-07-2025,06:52,Morning,Hyderabad,Credit Card,Web,Travel,Success,10,71,198,2,5,Yes,No,Yes,55,Medium
TXN000313,CUST5772,35,Male,83580.9,171,84510.38,45749.04,26-05-2024,18:19,Evening,Kolkata,Debit Card,ATM,Shopping,Success,8,80,120,3,5,Yes,Yes,No,99,High
TXN000314,CUST2723,57,Female,111683.3,75,11850.41,41625.1,21-12-2023,03:35,Morning,Bangalore,Credit Card,Mobile,Grocery,Success,12,4,68,4,1,No,Yes,No,51,Medium
TXN000315,CUST3520,68,Other,438342.95,8,91427,3904.94,24-01-2025,16:44,Afternoon,Delhi,Credit Card,Web,Healthcare,Success,15,45,190,3,1,No,No,No,60,Medium
TXN000316,CUST8049,32,Male,79431.85,91,78941.31,7070.41,21-02-2024,21:04,Night,Jaipur,Debit Card,Web,Entertainment,Success,11,59,50,2,4,Yes,Yes,No,19,High
TXN000317,CUST3721,20,Other,348885.35,28,99504.2,6856.06,28-02-2024,12:46,Afternoon,Coimbatore,Credit Card,Web,Food,Success,3,87,190,1,2,No,No,Yes,49,Low
TXN000318,CUST7134,23,Other,71074.17,169,61786.28,18187.87,16-04-2026,17:06,Evening,Jaipur,UPI,POS,Travel,Failed,5,1,2,1,0,No,Yes,No,96,Medium
TXN000319,CUST6291,52,Other,367549.75,96,26724.63,46789.65,01-01-2023,07:31,Morning,Kolkata,Wallet,Mobile,Electronics,Success,6,97,147,4,2,Yes,Yes,No,9,Medium
TXN000320,CUST2768,61,Female,481828.99,21,24970.76,49818.32,11-03-2024,17:07,Evening,Hyderabad,Net Banking,Web,Healthcare,Success,16,23,174,4,4,Yes,Yes,Yes,37,Medium
TXN000321,CUST5605,27,Other,53888.7,86,58255.63,17833.43,11-02-2025,22:35,Night,Hyderabad,Net Banking,Mobile,Healthcare,Success,15,81,278,6,2,Yes,Yes,Yes,30,High
TXN000322,CUST4268,62,Female,60235.19,159,62860.77,29411.7,05-07-2023,08:47,Morning,Hyderabad,Net Banking,POS,Healthcare,Success,19,74,200,1,2,No,Yes,No,21,Medium
TXN000323,CUST2905,69,Male,89114.36,63,79648.64,18175.01,25-01-2025,06:39,Morning,Coimbatore,Net Banking,Mobile,Grocery,Success,15,96,268,2,2,Yes,Yes,No,6,Medium
TXN000324,CUST7506,18,Female,93452.11,138,70385.67,10044.04,01-02-2026,12:11,Afternoon,Coimbatore,UPI,Mobile,Entertainment,Success,9,8,99,4,5,No,Yes,No,98,High
TXN000325,CUST1495,65,Male,257489.57,155,22542.78,28014.8,21-03-2025,14:45,Afternoon,Pune,UPI,ATM,Fuel,Success,11,99,233,6,2,Yes,No,Yes,11,Medium
TXN000326,CUST4477,30,Male,115582.43,69,89643.65,29943.35,23-02-2023,15:30,Afternoon,Kolkata,Credit Card,POS,Entertainment,Success,9,71,78,6,1,Yes,Yes,No,33,Medium
TXN000327,CUST3033,68,Female,468212.31,27,32218.64,16117.98,11-07-2023,17:22,Evening,Coimbatore,Wallet,Mobile,Food,Success,15,43,61,1,0,No,No,No,9,Low
TXN000328,CUST1160,25,Male,104273.31,24,82058.75,5982.63,26-12-2023,23:15,Night,Ahmedabad,Net Banking,POS,Fuel,Success,7,37,267,2,1,No,No,Yes,55,Medium
TXN000329,CUST1841,22,Other,304694.6,4,47246.47,12334.19,23-11-2023,16:31,Afternoon,Ahmedabad,Net Banking,Web,Travel,Success,18,19,80,6,0,Yes,No,No,18,Medium
TXN000330,CUST3015,39,Male,152964.72,161,72862.28,29228.42,03-10-2024,10:42,Morning,Coimbatore,UPI,POS,Entertainment,Success,18,10,11,1,1,Yes,Yes,Yes,3,Medium
TXN000331,CUST9455,39,Female,338657.41,107,45989.71,25443.34,25-09-2024,12:23,Afternoon,Pune,UPI,POS,Entertainment,Success,6,76,4,3,5,Yes,No,No,56,Medium
TXN000332,CUST8877,47,Female,330547.86,95,58522.72,24995.64,11-06-2025,20:10,Evening,Kolkata,UPI,Web,Grocery,Success,19,31,275,1,3,Yes,No,No,77,High
TXN000333,CUST7680,61,Male,58924.15,146,49104.95,35513.35,20-09-2024,11:45,Morning,Coimbatore,Net Banking,Mobile,Food,Success,16,15,84,3,0,No,Yes,Yes,69,Medium
TXN000334,CUST8165,59,Other,182296.29,109,86139.94,11799.54,08-01-2024,17:11,Evening,Hyderabad,Net Banking,Mobile,Travel,Success,9,27,184,3,5,No,No,No,69,Medium
TXN000335,CUST3674,41,Male,349220.06,158,32301.57,19175.29,06-12-2025,16:21,Afternoon,Kolkata,Net Banking,Mobile,Shopping,Success,20,50,141,5,1,Yes,Yes,No,85,High
TXN000336,CUST5883,36,Female,249573.65,128,60425.55,32948.29,30-05-2023,12:07,Afternoon,Jaipur,UPI,Mobile,Grocery,Success,1,74,125,1,3,No,No,Yes,66,Medium
TXN000337,CUST7466,34,Other,369665.98,172,21010.93,27625.1,04-11-2023,01:24,Morning,Coimbatore,Debit Card,Web,Healthcare,Success,9,84,123,4,5,No,No,Yes,29,Medium
TXN000338,CUST6963,22,Male,68407.4,91,40385.02,25576.14,10-04-2024,01:24,Morning,Delhi,Credit Card,Web,Electronics,Success,8,79,195,4,2,No,Yes,Yes,92,Medium
TXN000339,CUST8566,70,Female,90929.28,107,3044.42,29504.97,22-09-2024,09:46,Morning,Mumbai,Debit Card,POS,Shopping,Success,15,25,142,2,3,No,No,Yes,40,Low
TXN000340,CUST7939,52,Female,102029.26,147,96675.89,42453.56,02-11-2024,15:06,Afternoon,Coimbatore,Net Banking,POS,Shopping,Failed,7,62,187,6,1,No,No,No,66,Medium
TXN000341,CUST2114,51,Male,40893.83,136,93461.52,43627.29,01-04-2023,17:38,Evening,Bangalore,UPI,Web,Travel,Success,6,59,142,1,1,No,Yes,Yes,89,Medium
TXN000342,CUST6833,70,Male,145770.82,131,81616.74,14234.51,09-02-2023,07:33,Morning,Coimbatore,Credit Card,POS,Healthcare,Success,3,57,95,6,4,Yes,No,No,28,Medium
TXN000343,CUST1525,19,Male,319279.97,166,27615.17,15754.08,10-04-2023,01:59,Morning,Delhi,UPI,POS,Food,Success,3,32,123,4,0,Yes,No,Yes,58,Medium
TXN000344,CUST1918,24,Female,362829.44,19,15818.46,22814.77,19-11-2023,21:59,Night,Mumbai,UPI,Web,Healthcare,Success,19,35,122,3,1,Yes,Yes,No,16,Medium
TXN000345,CUST3145,22,Male,276285.37,15,5426.78,12194.19,16-03-2025,22:31,Night,Kolkata,UPI,Web,Food,Success,4,8,58,3,3,Yes,No,Yes,51,Medium
TXN000346,CUST1343,20,Female,43085.58,8,30739.94,43693.65,18-10-2025,22:43,Night,Ahmedabad,Wallet,POS,Electronics,Success,10,29,179,6,5,Yes,Yes,Yes,79,High
TXN000347,CUST5712,52,Female,283091.52,171,87581.5,14110.2,25-04-2026,22:11,Night,Chennai,Debit Card,Mobile,Shopping,Success,6,30,209,1,4,Yes,No,No,76,High
TXN000348,CUST3545,54,Other,272936.34,67,50137.12,14454.69,03-12-2025,05:51,Morning,Coimbatore,UPI,Web,Healthcare,Success,7,84,78,2,4,No,Yes,Yes,93,High
TXN000349,CUST1752,69,Male,204416.8,109,83047.26,38151.66,05-04-2025,01:30,Morning,Delhi,UPI,Mobile,Travel,Success,14,84,179,5,3,No,Yes,Yes,50,High
TXN000350,CUST8165,44,Male,373190.11,178,7499.81,11057.01,12-06-2024,16:02,Afternoon,Ahmedabad,Wallet,Mobile,Travel,Success,2,50,63,2,2,No,Yes,No,54,Low
TXN000351,CUST6818,41,Other,246131.6,113,21344.06,9518.49,20-04-2023,19:02,Evening,Pune,Net Banking,ATM,Shopping,Success,19,51,117,6,4,Yes,No,Yes,19,Medium
TXN000352,CUST6312,31,Female,156658.94,137,49998.5,5670.26,15-09-2024,23:45,Night,Kolkata,Wallet,Mobile,Healthcare,Success,12,39,68,5,5,No,No,Yes,47,Medium
TXN000353,CUST6500,36,Other,217360.87,57,11154.48,11689.64,03-03-2023,09:42,Morning,Jaipur,Wallet,Mobile,Electronics,Success,11,36,279,4,3,No,Yes,Yes,3,Medium
TXN000354,CUST7720,45,Female,425137.64,26,84362.92,10005.22,24-02-2026,01:54,Morning,Hyderabad,Net Banking,Web,Electronics,Success,15,47,127,6,2,Yes,No,Yes,13,Medium
TXN000355,CUST4901,48,Other,191091.32,108,10992.9,46463.62,17-06-2023,15:28,Afternoon,Kolkata,Debit Card,ATM,Entertainment,Success,5,79,226,6,0,No,No,No,33,Low
TXN000356,CUST9380,30,Other,36654.89,126,14957.42,45697.9,07-08-2023,23:18,Night,Ahmedabad,Wallet,Web,Grocery,Success,15,32,150,5,3,No,No,Yes,23,Medium
TXN000357,CUST4882,62,Male,100582.67,45,62250.6,21968.2,23-06-2025,00:52,Morning,Chennai,Net Banking,Web,Fuel,Success,10,46,133,4,1,No,Yes,Yes,94,High
TXN000358,CUST2786,34,Other,401606.2,155,94363.15,24775.54,24-10-2023,08:51,Morning,Hyderabad,Wallet,POS,Entertainment,Success,11,47,271,4,5,Yes,No,Yes,98,High
TXN000359,CUST7257,35,Male,254685.56,6,66177.13,26156.37,11-12-2025,01:24,Morning,Jaipur,Wallet,ATM,Grocery,Success,14,37,243,4,1,No,Yes,Yes,6,Medium
TXN000360,CUST3578,66,Other,412931.59,91,83751.27,21872.59,08-02-2023,14:50,Afternoon,Chennai,UPI,Mobile,Fuel,Success,19,12,71,5,0,Yes,No,Yes,33,Medium
TXN000361,CUST4378,32,Other,96797.35,99,76483.05,49730.38,24-05-2025,14:39,Afternoon,Hyderabad,Credit Card,Mobile,Healthcare,Success,7,57,136,4,4,Yes,No,Yes,11,Medium
TXN000362,CUST5842,23,Other,265096.49,176,37321.72,23438.3,30-08-2025,20:32,Evening,Ahmedabad,UPI,POS,Shopping,Success,18,84,210,6,5,Yes,Yes,Yes,58,High
TXN000363,CUST9137,65,Male,292741.36,147,38570.7,37833.97,30-10-2023,20:07,Evening,Bangalore,Net Banking,Web,Grocery,Success,18,73,214,6,0,No,Yes,No,49,Medium
TXN000364,CUST1787,27,Male,168694.1,155,36246.5,20364.31,28-01-2025,04:37,Morning,Pune,Debit Card,Web,Travel,Success,5,92,5,3,1,No,No,No,77,Medium
TXN000365,CUST1494,42,Male,37144.21,63,25282.88,35345.46,06-05-2025,17:51,Evening,Delhi,UPI,POS,Food,Success,1,69,261,4,2,No,Yes,No,9,Medium
TXN000366,CUST8789,22,Other,150327.62,171,78712.99,5347.78,09-05-2024,17:30,Evening,Coimbatore,UPI,Mobile,Electronics,Success,10,89,195,3,3,No,Yes,No,9,Medium
TXN000367,CUST8432,56,Male,48479.4,74,17396.97,10430.57,28-02-2025,04:58,Morning,Hyderabad,Debit Card,POS,Healthcare,Success,20,61,107,6,1,Yes,No,No,46,Low
TXN000368,CUST8584,28,Male,69022.46,76,45559.87,35059.52,02-08-2025,00:29,Morning,Ahmedabad,Debit Card,ATM,Fuel,Success,9,99,6,2,0,No,Yes,Yes,80,Medium
TXN000369,CUST7271,19,Male,43271.91,163,87024.43,15064.27,04-04-2024,17:59,Evening,Kolkata,Net Banking,Mobile,Electronics,Success,10,74,262,2,1,No,Yes,No,53,Medium
TXN000370,CUST8252,26,Female,188576.35,107,43633.39,48152.91,19-11-2023,03:42,Morning,Kolkata,Credit Card,POS,Fuel,Success,2,68,278,4,3,Yes,Yes,Yes,46,Medium
TXN000371,CUST9523,26,Other,19870.74,43,8316.03,24732.48,03-01-2023,11:51,Morning,Pune,Debit Card,Mobile,Electronics,Success,2,71,152,4,1,Yes,No,Yes,81,Medium
TXN000372,CUST6304,47,Other,337459.57,12,69534.11,4834.82,13-01-2023,18:23,Evening,Pune,Credit Card,Web,Entertainment,Success,14,87,69,6,3,Yes,No,No,81,High
TXN000373,CUST6547,59,Male,46927.05,74,36134.56,45261.69,29-04-2026,09:17,Morning,Kolkata,Wallet,Mobile,Shopping,Success,1,81,228,3,5,Yes,No,No,13,Medium
TXN000374,CUST9276,51,Female,387370.2,80,76413.11,32309.13,08-12-2025,03:45,Morning,Bangalore,Net Banking,ATM,Travel,Success,2,47,223,2,4,No,No,Yes,74,Medium
TXN000375,CUST3947,34,Other,195412.47,110,53970.2,3318.06,20-03-2025,13:11,Afternoon,Kolkata,Credit Card,POS,Food,Success,5,42,209,1,2,No,No,No,7,Low
TXN000376,CUST7172,25,Male,29911.27,32,93002.04,33353.42,07-05-2025,13:25,Afternoon,Ahmedabad,Wallet,Web,Entertainment,Success,18,74,47,2,0,Yes,Yes,Yes,67,Medium
TXN000377,CUST2583,61,Male,74324.7,115,69675.4,24055.21,06-02-2026,20:16,Evening,Jaipur,Wallet,Mobile,Grocery,Success,5,79,143,4,1,Yes,Yes,Yes,59,High
TXN000378,CUST1127,19,Other,47215.78,9,77708.22,31891.44,09-07-2023,01:12,Morning,Chennai,Credit Card,Mobile,Grocery,Success,14,7,129,3,1,Yes,Yes,No,47,Medium
TXN000379,CUST1498,28,Male,150603.22,1,67979.05,14704.67,17-02-2023,18:38,Evening,Coimbatore,Net Banking,Mobile,Healthcare,Success,9,10,100,6,0,No,No,No,44,Medium
TXN000380,CUST3642,65,Male,441979.45,51,91778.19,10124.47,22-02-2026,21:08,Night,Pune,Credit Card,ATM,Food,Success,18,22,210,2,0,No,Yes,No,68,Medium
TXN000381,CUST6218,28,Female,270869.8,9,20781.58,12268.88,23-08-2025,18:03,Evening,Kolkata,Wallet,Mobile,Travel,Success,11,10,299,2,1,No,Yes,No,66,Medium
TXN000382,CUST1719,66,Female,432977.7,73,56056.85,36331.17,07-06-2025,19:34,Evening,Ahmedabad,Net Banking,ATM,Grocery,Success,15,18,18,1,1,No,Yes,No,56,Medium
TXN000383,CUST9289,26,Other,254866.33,44,55917.27,15254.92,09-04-2025,11:24,Morning,Kolkata,Net Banking,POS,Food,Success,7,65,128,4,0,Yes,Yes,No,8,Medium
TXN000384,CUST5318,67,Other,468071.87,130,38962.57,7428.1,20-09-2025,12:21,Afternoon,Pune,Debit Card,ATM,Healthcare,Failed,18,27,214,5,4,Yes,No,Yes,39,Medium
TXN000385,CUST7840,54,Female,439846.24,37,8071.92,5573.34,19-12-2025,03:26,Morning,Chennai,UPI,POS,Travel,Success,6,11,21,2,2,Yes,Yes,Yes,83,Medium
TXN000386,CUST2504,51,Other,171455.89,40,77246.65,41089.87,18-01-2023,04:21,Morning,Hyderabad,Wallet,ATM,Travel,Success,13,24,11,1,1,No,No,Yes,6,Low
TXN000387,CUST9171,38,Other,499332.18,117,68331.53,17477.88,21-05-2024,07:13,Morning,Pune,UPI,ATM,Entertainment,Success,8,53,139,1,4,No,Yes,Yes,31,Medium
TXN000388,CUST7003,18,Other,196372.32,80,89016.74,42841.3,05-12-2025,18:51,Evening,Kolkata,Debit Card,Mobile,Healthcare,Success,20,78,148,3,1,No,No,No,94,Medium
TXN000389,CUST7155,40,Male,384291.91,101,84309.36,26451.03,15-12-2025,11:51,Morning,Ahmedabad,Credit Card,POS,Healthcare,Success,3,39,274,2,4,Yes,Yes,Yes,19,Medium
TXN000390,CUST6355,42,Male,118766.57,61,60629.4,14338.01,21-04-2025,04:38,Morning,Ahmedabad,Wallet,ATM,Electronics,Success,9,48,135,5,3,Yes,Yes,Yes,73,High
TXN000391,CUST3076,46,Female,59200.24,139,61216.96,11710.54,23-04-2024,18:10,Evening,Coimbatore,Wallet,POS,Healthcare,Success,17,77,86,5,5,Yes,No,No,95,High
TXN000392,CUST2551,46,Female,126037.78,165,16083.11,7924.48,03-08-2024,14:10,Afternoon,Hyderabad,UPI,POS,Travel,Success,7,68,224,6,0,Yes,No,No,70,Medium
TXN000393,CUST9418,65,Female,101811.19,50,12409.76,19306.52,20-05-2023,19:13,Evening,Coimbatore,Credit Card,Web,Travel,Success,18,32,200,5,5,No,Yes,Yes,17,Medium
TXN000394,CUST5579,38,Other,282925.62,39,42175.64,1787.21,04-08-2023,06:51,Morning,Jaipur,Debit Card,Web,Food,Success,5,52,173,2,3,No,Yes,Yes,75,Medium
TXN000395,CUST8690,65,Other,402635.75,17,3100.88,25378.99,19-03-2026,02:58,Morning,Chennai,UPI,Mobile,Entertainment,Success,2,16,43,4,4,Yes,Yes,No,53,Medium
TXN000396,CUST5764,52,Female,392730.49,117,42715.57,21606.04,04-09-2025,11:39,Morning,Bangalore,Wallet,ATM,Entertainment,Success,10,96,254,3,5,No,No,Yes,87,Medium
TXN000397,CUST3151,49,Female,275872.02,136,79424.04,25111.2,31-07-2023,17:13,Evening,Hyderabad,Wallet,Mobile,Travel,Success,20,3,142,1,2,No,Yes,No,2,Medium
TXN000398,CUST1660,63,Male,345363.28,47,43011.85,23308.66,22-09-2023,05:18,Morning,Delhi,Wallet,Web,Healthcare,Success,11,85,227,2,2,Yes,Yes,Yes,45,Medium
TXN000399,CUST8041,48,Male,390868.77,13,51256.74,31319.04,15-02-2025,12:51,Afternoon,Pune,Wallet,ATM,Fuel,Failed,16,53,274,1,3,No,No,No,70,Medium
TXN000400,CUST7915,22,Female,116813.6,174,47197.91,34795.61,31-08-2025,11:23,Morning,Kolkata,UPI,Web,Shopping,Success,18,14,290,2,5,Yes,Yes,Yes,26,Medium
TXN000401,CUST8727,59,Female,167211.97,133,26508.02,34816.16,02-01-2024,16:12,Afternoon,Pune,UPI,Mobile,Grocery,Success,18,47,53,5,4,Yes,Yes,No,71,High
TXN000402,CUST3736,35,Male,68867.14,121,25269.66,49952.53,21-07-2024,06:57,Morning,Jaipur,Net Banking,Web,Healthcare,Success,19,45,224,2,5,Yes,No,Yes,79,Medium
TXN000403,CUST8894,44,Female,310504.76,82,18104.94,39375.81,13-01-2023,13:49,Afternoon,Coimbatore,UPI,ATM,Healthcare,Success,18,66,217,1,5,Yes,No,Yes,82,Medium
TXN000404,CUST9889,32,Other,122708.74,8,56407.16,4680.21,26-12-2025,01:44,Morning,Mumbai,Debit Card,Web,Grocery,Success,3,6,269,3,3,Yes,Yes,No,82,High
TXN000405,CUST8450,41,Other,491712.34,62,23252.82,48915.89,05-02-2025,16:01,Afternoon,Jaipur,UPI,POS,Entertainment,Success,5,4,181,2,0,Yes,No,No,42,Low
TXN000406,CUST2187,22,Female,112093.8,171,73175.06,14923.82,20-12-2023,13:28,Afternoon,Hyderabad,Wallet,ATM,Entertainment,Success,17,50,192,3,0,No,Yes,Yes,18,Medium
TXN000407,CUST9845,57,Male,19883.55,72,34576.83,33645.09,28-08-2025,08:41,Morning,Hyderabad,Wallet,POS,Shopping,Success,8,8,61,6,5,Yes,Yes,No,73,High
TXN000408,CUST3474,39,Female,96783.51,118,27941.83,46816.24,08-11-2023,11:32,Morning,Jaipur,Net Banking,POS,Food,Success,14,1,186,5,3,No,No,Yes,37,Medium
TXN000409,CUST1538,20,Female,347065.72,125,6678.7,5583.57,03-12-2024,10:52,Morning,Pune,Debit Card,Web,Fuel,Success,13,48,152,5,4,No,No,Yes,87,Medium
TXN000410,CUST7783,69,Other,38636.99,1,86152.73,20269.96,13-09-2025,05:07,Morning,Mumbai,Debit Card,Web,Fuel,Success,9,40,124,2,0,Yes,Yes,Yes,18,Medium
TXN000411,CUST1513,41,Other,8749.68,123,63669.91,8784.65,05-01-2023,19:15,Evening,Bangalore,Net Banking,Mobile,Fuel,Success,20,22,250,5,2,No,No,Yes,68,Medium
TXN000412,CUST8886,56,Female,339923.45,68,21602.32,41298.27,25-12-2024,02:57,Morning,Pune,Wallet,Web,Fuel,Success,10,90,40,2,2,No,Yes,No,63,Medium
TXN000413,CUST6191,20,Male,415397.71,133,11207.38,28079.86,08-07-2024,22:20,Night,Coimbatore,Net Banking,Web,Grocery,Success,1,75,221,1,4,Yes,No,Yes,71,Medium
TXN000414,CUST9521,45,Female,257696.33,123,63212.98,23888.12,27-06-2023,03:48,Morning,Bangalore,Credit Card,Web,Food,Success,8,8,287,5,1,Yes,Yes,Yes,26,Medium
TXN000415,CUST5525,68,Female,365887.66,61,56493.55,40444.45,28-01-2026,20:49,Evening,Jaipur,Net Banking,POS,Healthcare,Failed,6,92,151,3,1,No,No,No,37,Low
TXN000416,CUST7367,57,Other,75275.68,41,27386.48,33418.78,03-12-2023,07:01,Morning,Bangalore,Debit Card,ATM,Fuel,Success,6,70,113,3,2,No,Yes,No,71,Medium
TXN000417,CUST7245,56,Male,190503.93,146,78451.25,39351.5,07-03-2024,15:03,Afternoon,Chennai,Wallet,Web,Entertainment,Success,13,11,8,5,2,Yes,No,Yes,7,Medium
TXN000418,CUST1342,68,Female,328754.9,5,73470.06,18721.93,17-09-2024,05:07,Morning,Bangalore,Debit Card,Web,Electronics,Success,12,13,30,5,1,Yes,No,Yes,22,Medium
TXN000419,CUST6448,59,Male,234780.06,3,66562.53,27598.92,23-08-2024,17:49,Evening,Chennai,Credit Card,ATM,Shopping,Success,8,7,81,1,3,No,No,Yes,78,Medium
TXN000420,CUST3326,53,Male,160065.64,63,57328.83,47781.81,04-11-2024,04:32,Morning,Coimbatore,Credit Card,POS,Shopping,Success,7,73,230,5,4,Yes,No,Yes,14,Medium
TXN000421,CUST6844,66,Other,117101.44,7,25147.7,12626.45,05-09-2023,03:04,Morning,Ahmedabad,Credit Card,POS,Entertainment,Success,12,52,120,2,0,Yes,No,No,47,Low
TXN000422,CUST4484,62,Male,234371.14,138,86332.27,41598.96,25-04-2025,11:17,Morning,Kolkata,Net Banking,Mobile,Electronics,Success,19,65,241,1,0,Yes,Yes,Yes,55,Medium
